,Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
396,US National,2 wk ahead,Bin,percent,6.5,6.6,9.998700168978037e-07
397,US National,2 wk ahead,Bin,percent,6.6,6.7,9.998700168978037e-07
398,US National,2 wk ahead,Bin,percent,6.7,6.8,9.998700168978037e-07
399,US National,2 wk ahead,Bin,percent,6.8,6.9,9.998700168978037e-07
400,US National,2 wk ahead,Bin,percent,6.9,7.0,9.998700168978037e-07
401,US National,2 wk ahead,Bin,percent,7.0,7.1,9.998700168978037e-07
402,US National,2 wk ahead,Bin,percent,7.1,7.2,9.998700168978037e-07
403,US National,2 wk ahead,Bin,percent,7.2,7.3,9.998700168978037e-07
404,US National,2 wk ahead,Bin,percent,7.3,7.4,9.998700168978037e-07
405,US National,2 wk ahead,Bin,percent,7.4,7.5,9.998700168978037e-07
406,US National,2 wk ahead,Bin,percent,7.5,7.6,9.998700168978037e-07
407,US National,2 wk ahead,Bin,percent,7.6,7.7,9.998700168978037e-07
408,US National,2 wk ahead,Bin,percent,7.7,7.8,9.998700168978037e-07
409,US National,2 wk ahead,Bin,percent,7.8,7.9,9.998700168978037e-07
410,US National,2 wk ahead,Bin,percent,7.9,8.0,9.998700168978037e-07
411,US National,2 wk ahead,Bin,percent,8.0,8.1,9.998700168978037e-07
412,US National,2 wk ahead,Bin,percent,8.1,8.2,9.998700168978037e-07
413,US National,2 wk ahead,Bin,percent,8.2,8.3,9.998700168978037e-07
414,US National,2 wk ahead,Bin,percent,8.3,8.4,9.998700168978037e-07
415,US National,2 wk ahead,Bin,percent,8.4,8.5,9.998700168978037e-07
416,US National,2 wk ahead,Bin,percent,8.5,8.6,9.998700168978037e-07
417,US National,2 wk ahead,Bin,percent,8.6,8.7,9.998700168978037e-07
418,US National,2 wk ahead,Bin,percent,8.7,8.8,9.998700168978037e-07
419,US National,2 wk ahead,Bin,percent,8.8,8.9,9.998700168978037e-07
420,US National,2 wk ahead,Bin,percent,8.9,9.0,9.998700168978037e-07
421,US National,2 wk ahead,Bin,percent,9.0,9.1,9.998700168978037e-07
422,US National,2 wk ahead,Bin,percent,9.1,9.2,9.998700168978037e-07
423,US National,2 wk ahead,Bin,percent,9.2,9.3,9.998700168978037e-07
424,US National,2 wk ahead,Bin,percent,9.3,9.4,9.998700168978037e-07
425,US National,2 wk ahead,Bin,percent,9.4,9.5,9.998700168978037e-07
426,US National,2 wk ahead,Bin,percent,9.5,9.6,9.998700168978037e-07
427,US National,2 wk ahead,Bin,percent,9.6,9.7,9.998700168978037e-07
428,US National,2 wk ahead,Bin,percent,9.7,9.8,9.998700168978037e-07
429,US National,2 wk ahead,Bin,percent,9.8,9.9,9.998700168978037e-07
430,US National,2 wk ahead,Bin,percent,9.9,10.0,9.998700168978037e-07
431,US National,2 wk ahead,Bin,percent,10.0,10.1,9.998700168978037e-07
432,US National,2 wk ahead,Bin,percent,10.1,10.2,9.998700168978037e-07
433,US National,2 wk ahead,Bin,percent,10.2,10.3,9.998700168978037e-07
434,US National,2 wk ahead,Bin,percent,10.3,10.4,9.998700168978037e-07
435,US National,2 wk ahead,Bin,percent,10.4,10.5,9.998700168978037e-07
436,US National,2 wk ahead,Bin,percent,10.5,10.6,9.998700168978037e-07
437,US National,2 wk ahead,Bin,percent,10.6,10.7,9.998700168978037e-07
438,US National,2 wk ahead,Bin,percent,10.7,10.8,9.998700168978037e-07
439,US National,2 wk ahead,Bin,percent,10.8,10.9,9.998700168978037e-07
440,US National,2 wk ahead,Bin,percent,10.9,11.0,9.998700168978037e-07
441,US National,2 wk ahead,Bin,percent,11.0,11.1,9.998700168978037e-07
442,US National,2 wk ahead,Bin,percent,11.1,11.2,9.998700168978037e-07
443,US National,2 wk ahead,Bin,percent,11.2,11.3,9.998700168978037e-07
444,US National,2 wk ahead,Bin,percent,11.3,11.4,9.998700168978037e-07
445,US National,2 wk ahead,Bin,percent,11.4,11.5,9.998700168978037e-07
446,US National,2 wk ahead,Bin,percent,11.5,11.6,9.998700168978037e-07
447,US National,2 wk ahead,Bin,percent,11.6,11.7,9.998700168978037e-07
448,US National,2 wk ahead,Bin,percent,11.7,11.8,9.998700168978037e-07
449,US National,2 wk ahead,Bin,percent,11.8,11.9,9.998700168978037e-07
450,US National,2 wk ahead,Bin,percent,11.9,12.0,9.998700168978037e-07
451,US National,2 wk ahead,Bin,percent,12.0,12.1,9.998700168978037e-07
452,US National,2 wk ahead,Bin,percent,12.1,12.2,9.998700168978037e-07
453,US National,2 wk ahead,Bin,percent,12.2,12.3,9.998700168978037e-07
454,US National,2 wk ahead,Bin,percent,12.3,12.4,9.998700168978037e-07
455,US National,2 wk ahead,Bin,percent,12.4,12.5,9.998700168978037e-07
456,US National,2 wk ahead,Bin,percent,12.5,12.6,9.998700168978037e-07
457,US National,2 wk ahead,Bin,percent,12.6,12.7,9.998700168978037e-07
458,US National,2 wk ahead,Bin,percent,12.7,12.8,9.998700168978037e-07
459,US National,2 wk ahead,Bin,percent,12.8,12.9,9.998700168978037e-07
460,US National,2 wk ahead,Bin,percent,12.9,13.0,9.998700168978037e-07
461,US National,2 wk ahead,Bin,percent,13.0,100,9.998700168978037e-07
462,US National,3 wk ahead,Point,percent,,,1.6810381106740455
463,US National,3 wk ahead,Bin,percent,0.0,0.1,9.99870016897803e-07
464,US National,3 wk ahead,Bin,percent,0.1,0.2,9.99870016897803e-07
465,US National,3 wk ahead,Bin,percent,0.2,0.3,9.99870016897803e-07
466,US National,3 wk ahead,Bin,percent,0.3,0.4,0.005000344955155829
467,US National,3 wk ahead,Bin,percent,0.4,0.5,0.007999952006239187
468,US National,3 wk ahead,Bin,percent,0.5,0.6,0.010999559057322545
469,US National,3 wk ahead,Bin,percent,0.6,0.7,0.017998642176517053
470,US National,3 wk ahead,Bin,percent,0.7,0.8,0.024997725295711558
471,US National,3 wk ahead,Bin,percent,0.8,0.9,0.04399523661923949
472,US National,3 wk ahead,Bin,percent,0.9,1.0,0.024997725295711558
473,US National,3 wk ahead,Bin,percent,1.0,1.1,0.032996677431933845
474,US National,3 wk ahead,Bin,percent,1.1,1.2,0.04099562956815614
475,US National,3 wk ahead,Bin,percent,1.2,1.3,0.0579934028576285
476,US National,3 wk ahead,Bin,percent,1.3,1.4,0.03999576055112835
477,US National,3 wk ahead,Bin,percent,1.4,1.5,0.03899589153410056
478,US National,3 wk ahead,Bin,percent,1.5,1.6,0.04299536760221171
479,US National,3 wk ahead,Bin,percent,1.6,1.7,0.034996415465989424
480,US National,3 wk ahead,Bin,percent,1.7,1.8,0.04499510563626728
481,US National,3 wk ahead,Bin,percent,1.8,1.9,0.032996677431933845
482,US National,3 wk ahead,Bin,percent,1.9,2.0,0.034996415465989424
483,US National,3 wk ahead,Bin,percent,2.0,2.1,0.028997201363822698
484,US National,3 wk ahead,Bin,percent,2.1,2.2,0.0219981182446282
485,US National,3 wk ahead,Bin,percent,2.2,2.3,0.027997332346794915
486,US National,3 wk ahead,Bin,percent,2.3,2.4,0.022997987261655983
487,US National,3 wk ahead,Bin,percent,2.4,2.5,0.029997070380850487
488,US National,3 wk ahead,Bin,percent,2.5,2.6,0.03199680841490606
489,US National,3 wk ahead,Bin,percent,2.6,2.7,0.01599890414246148
490,US National,3 wk ahead,Bin,percent,2.7,2.8,0.017998642176517053
491,US National,3 wk ahead,Bin,percent,2.8,2.9,0.0219981182446282
492,US National,3 wk ahead,Bin,percent,2.9,3.0,0.01499903512543369
493,US National,3 wk ahead,Bin,percent,3.0,3.1,0.013999166108405904
494,US National,3 wk ahead,Bin,percent,3.1,3.2,0.013999166108405904
495,US National,3 wk ahead,Bin,percent,3.2,3.3,0.01499903512543369
496,US National,3 wk ahead,Bin,percent,3.3,3.4,0.011999428074350331
497,US National,3 wk ahead,Bin,percent,3.4,3.5,0.0060002139721836165
498,US National,3 wk ahead,Bin,percent,3.5,3.6,0.012999297091378119
499,US National,3 wk ahead,Bin,percent,3.6,3.7,0.008999821023266973
500,US National,3 wk ahead,Bin,percent,3.7,3.8,0.00999969004029476
501,US National,3 wk ahead,Bin,percent,3.8,3.9,0.005000344955155829
502,US National,3 wk ahead,Bin,percent,3.9,4.0,0.008999821023266973
503,US National,3 wk ahead,Bin,percent,4.0,4.1,0.004000475938128043
504,US National,3 wk ahead,Bin,percent,4.1,4.2,0.0070000829892114015
505,US National,3 wk ahead,Bin,percent,4.2,4.3,0.007999952006239187
506,US National,3 wk ahead,Bin,percent,4.3,4.4,0.005000344955155829
507,US National,3 wk ahead,Bin,percent,4.4,4.5,0.0070000829892114015
508,US National,3 wk ahead,Bin,percent,4.5,4.6,0.0060002139721836165
509,US National,3 wk ahead,Bin,percent,4.6,4.7,0.003000606921100257
510,US National,3 wk ahead,Bin,percent,4.7,4.8,0.004000475938128043
511,US National,3 wk ahead,Bin,percent,4.8,4.9,0.005000344955155829
512,US National,3 wk ahead,Bin,percent,4.9,5.0,0.0020007379040724704
513,US National,3 wk ahead,Bin,percent,5.0,5.1,0.004000475938128043
514,US National,3 wk ahead,Bin,percent,5.1,5.2,0.0020007379040724704
515,US National,3 wk ahead,Bin,percent,5.2,5.3,0.001000868887044684
516,US National,3 wk ahead,Bin,percent,5.3,5.4,0.004000475938128043
517,US National,3 wk ahead,Bin,percent,5.4,5.5,0.001000868887044684
518,US National,3 wk ahead,Bin,percent,5.5,5.6,0.001000868887044684
519,US National,3 wk ahead,Bin,percent,5.6,5.7,0.004000475938128043
520,US National,3 wk ahead,Bin,percent,5.7,5.8,0.0020007379040724704
521,US National,3 wk ahead,Bin,percent,5.8,5.9,0.005000344955155829
522,US National,3 wk ahead,Bin,percent,5.9,6.0,0.0020007379040724704
523,US National,3 wk ahead,Bin,percent,6.0,6.1,0.004000475938128043
524,US National,3 wk ahead,Bin,percent,6.1,6.2,0.0020007379040724704
525,US National,3 wk ahead,Bin,percent,6.2,6.3,0.003000606921100257
526,US National,3 wk ahead,Bin,percent,6.3,6.4,0.001000868887044684
527,US National,3 wk ahead,Bin,percent,6.4,6.5,0.004000475938128043
528,US National,3 wk ahead,Bin,percent,6.5,6.6,0.003000606921100257
529,US National,3 wk ahead,Bin,percent,6.6,6.7,0.001000868887044684
530,US National,3 wk ahead,Bin,percent,6.7,6.8,0.001000868887044684
531,US National,3 wk ahead,Bin,percent,6.8,6.9,9.99870016897803e-07
532,US National,3 wk ahead,Bin,percent,6.9,7.0,0.003000606921100257
533,US National,3 wk ahead,Bin,percent,7.0,7.1,0.003000606921100257
534,US National,3 wk ahead,Bin,percent,7.1,7.2,0.001000868887044684
535,US National,3 wk ahead,Bin,percent,7.2,7.3,0.0020007379040724704
536,US National,3 wk ahead,Bin,percent,7.3,7.4,9.99870016897803e-07
537,US National,3 wk ahead,Bin,percent,7.4,7.5,9.99870016897803e-07
538,US National,3 wk ahead,Bin,percent,7.5,7.6,0.0020007379040724704
539,US National,3 wk ahead,Bin,percent,7.6,7.7,0.001000868887044684
540,US National,3 wk ahead,Bin,percent,7.7,7.8,0.001000868887044684
541,US National,3 wk ahead,Bin,percent,7.8,7.9,0.001000868887044684
542,US National,3 wk ahead,Bin,percent,7.9,8.0,9.99870016897803e-07
543,US National,3 wk ahead,Bin,percent,8.0,8.1,0.001000868887044684
544,US National,3 wk ahead,Bin,percent,8.1,8.2,9.99870016897803e-07
545,US National,3 wk ahead,Bin,percent,8.2,8.3,0.001000868887044684
546,US National,3 wk ahead,Bin,percent,8.3,8.4,9.99870016897803e-07
547,US National,3 wk ahead,Bin,percent,8.4,8.5,9.99870016897803e-07
548,US National,3 wk ahead,Bin,percent,8.5,8.6,0.001000868887044684
549,US National,3 wk ahead,Bin,percent,8.6,8.7,9.99870016897803e-07
550,US National,3 wk ahead,Bin,percent,8.7,8.8,9.99870016897803e-07
551,US National,3 wk ahead,Bin,percent,8.8,8.9,9.99870016897803e-07
552,US National,3 wk ahead,Bin,percent,8.9,9.0,9.99870016897803e-07
553,US National,3 wk ahead,Bin,percent,9.0,9.1,0.001000868887044684
554,US National,3 wk ahead,Bin,percent,9.1,9.2,0.001000868887044684
555,US National,3 wk ahead,Bin,percent,9.2,9.3,9.99870016897803e-07
556,US National,3 wk ahead,Bin,percent,9.3,9.4,9.99870016897803e-07
557,US National,3 wk ahead,Bin,percent,9.4,9.5,9.99870016897803e-07
558,US National,3 wk ahead,Bin,percent,9.5,9.6,0.001000868887044684
559,US National,3 wk ahead,Bin,percent,9.6,9.7,9.99870016897803e-07
560,US National,3 wk ahead,Bin,percent,9.7,9.8,9.99870016897803e-07
561,US National,3 wk ahead,Bin,percent,9.8,9.9,9.99870016897803e-07
562,US National,3 wk ahead,Bin,percent,9.9,10.0,9.99870016897803e-07
563,US National,3 wk ahead,Bin,percent,10.0,10.1,0.001000868887044684
564,US National,3 wk ahead,Bin,percent,10.1,10.2,9.99870016897803e-07
565,US National,3 wk ahead,Bin,percent,10.2,10.3,9.99870016897803e-07
566,US National,3 wk ahead,Bin,percent,10.3,10.4,9.99870016897803e-07
567,US National,3 wk ahead,Bin,percent,10.4,10.5,9.99870016897803e-07
568,US National,3 wk ahead,Bin,percent,10.5,10.6,0.001000868887044684
569,US National,3 wk ahead,Bin,percent,10.6,10.7,9.99870016897803e-07
570,US National,3 wk ahead,Bin,percent,10.7,10.8,9.99870016897803e-07
571,US National,3 wk ahead,Bin,percent,10.8,10.9,9.99870016897803e-07
572,US National,3 wk ahead,Bin,percent,10.9,11.0,9.99870016897803e-07
573,US National,3 wk ahead,Bin,percent,11.0,11.1,9.99870016897803e-07
574,US National,3 wk ahead,Bin,percent,11.1,11.2,9.99870016897803e-07
575,US National,3 wk ahead,Bin,percent,11.2,11.3,9.99870016897803e-07
576,US National,3 wk ahead,Bin,percent,11.3,11.4,9.99870016897803e-07
577,US National,3 wk ahead,Bin,percent,11.4,11.5,9.99870016897803e-07
578,US National,3 wk ahead,Bin,percent,11.5,11.6,9.99870016897803e-07
579,US National,3 wk ahead,Bin,percent,11.6,11.7,9.99870016897803e-07
580,US National,3 wk ahead,Bin,percent,11.7,11.8,9.99870016897803e-07
581,US National,3 wk ahead,Bin,percent,11.8,11.9,9.99870016897803e-07
582,US National,3 wk ahead,Bin,percent,11.9,12.0,9.99870016897803e-07
583,US National,3 wk ahead,Bin,percent,12.0,12.1,9.99870016897803e-07
584,US National,3 wk ahead,Bin,percent,12.1,12.2,9.99870016897803e-07
585,US National,3 wk ahead,Bin,percent,12.2,12.3,9.99870016897803e-07
586,US National,3 wk ahead,Bin,percent,12.3,12.4,9.99870016897803e-07
587,US National,3 wk ahead,Bin,percent,12.4,12.5,9.99870016897803e-07
588,US National,3 wk ahead,Bin,percent,12.5,12.6,9.99870016897803e-07
589,US National,3 wk ahead,Bin,percent,12.6,12.7,9.99870016897803e-07
590,US National,3 wk ahead,Bin,percent,12.7,12.8,9.99870016897803e-07
591,US National,3 wk ahead,Bin,percent,12.8,12.9,9.99870016897803e-07
592,US National,3 wk ahead,Bin,percent,12.9,13.0,0.001000868887044684
593,US National,3 wk ahead,Bin,percent,13.0,100,0.001000868887044684
594,US National,4 wk ahead,Point,percent,,,1.5496169015800334
595,US National,4 wk ahead,Bin,percent,0.0,0.1,0.11981563287546744
596,US National,4 wk ahead,Bin,percent,0.1,0.2,0.06043846961612913
597,US National,4 wk ahead,Bin,percent,0.2,0.3,0.057257550155807434
598,US National,4 wk ahead,Bin,percent,0.3,0.4,0.05513693718225963
599,US National,4 wk ahead,Bin,percent,0.4,0.5,0.03817203339387725
600,US National,4 wk ahead,Bin,percent,0.5,0.6,0.030749887986459955
601,US National,4 wk ahead,Bin,percent,0.6,0.7,0.027568968526138264
602,US National,4 wk ahead,Bin,percent,0.7,0.8,0.01590559717162538
603,US National,4 wk ahead,Bin,percent,0.8,0.9,0.018026210145173173
604,US National,4 wk ahead,Bin,percent,0.9,1.0,0.019086516631947072
605,US National,4 wk ahead,Bin,percent,1.0,1.1,0.014845290684851478
606,US National,4 wk ahead,Bin,percent,1.1,1.2,0.01272467771130368
607,US National,4 wk ahead,Bin,percent,1.2,1.3,0.004242225817112493
608,US National,4 wk ahead,Bin,percent,1.3,1.4,0.009543758250981985
609,US National,4 wk ahead,Bin,percent,1.4,1.5,0.011664371224529782
610,US National,4 wk ahead,Bin,percent,1.5,1.6,0.011664371224529782
611,US National,4 wk ahead,Bin,percent,1.6,1.7,0.008483451764208087
612,US National,4 wk ahead,Bin,percent,1.7,1.8,0.011664371224529782
613,US National,4 wk ahead,Bin,percent,1.8,1.9,0.01272467771130368
614,US National,4 wk ahead,Bin,percent,1.9,2.0,0.0053025323038863904
615,US National,4 wk ahead,Bin,percent,2.0,2.1,0.01272467771130368
616,US National,4 wk ahead,Bin,percent,2.1,2.2,0.004242225817112493
617,US National,4 wk ahead,Bin,percent,2.2,2.3,0.004242225817112493
618,US National,4 wk ahead,Bin,percent,2.3,2.4,0.007423145277434189
619,US National,4 wk ahead,Bin,percent,2.4,2.5,0.0053025323038863904
620,US National,4 wk ahead,Bin,percent,2.5,2.6,0.004242225817112493
621,US National,4 wk ahead,Bin,percent,2.6,2.7,0.006362838790660291
622,US National,4 wk ahead,Bin,percent,2.7,2.8,0.004242225817112493
623,US National,4 wk ahead,Bin,percent,2.8,2.9,0.0031819193303385947
624,US National,4 wk ahead,Bin,percent,2.9,3.0,0.010604064737755882
625,US National,4 wk ahead,Bin,percent,3.0,3.1,0.006362838790660291
626,US National,4 wk ahead,Bin,percent,3.1,3.2,0.009543758250981985
627,US National,4 wk ahead,Bin,percent,3.2,3.3,0.0053025323038863904
628,US National,4 wk ahead,Bin,percent,3.3,3.4,0.0053025323038863904
629,US National,4 wk ahead,Bin,percent,3.4,3.5,0.007423145277434189
630,US National,4 wk ahead,Bin,percent,3.5,3.6,0.0021216128435646952
631,US National,4 wk ahead,Bin,percent,3.6,3.7,0.0021216128435646952
632,US National,4 wk ahead,Bin,percent,3.7,3.8,0.0021216128435646952
633,US National,4 wk ahead,Bin,percent,3.8,3.9,0.0021216128435646952
634,US National,4 wk ahead,Bin,percent,3.9,4.0,0.0053025323038863904
635,US National,4 wk ahead,Bin,percent,4.0,4.1,0.004242225817112493
636,US National,4 wk ahead,Bin,percent,4.1,4.2,0.0021216128435646952
637,US National,4 wk ahead,Bin,percent,4.2,4.3,0.006362838790660291
638,US National,4 wk ahead,Bin,percent,4.3,4.4,0.0031819193303385947
639,US National,4 wk ahead,Bin,percent,4.4,4.5,0.006362838790660291
640,US National,4 wk ahead,Bin,percent,4.5,4.6,0.0053025323038863904
641,US National,4 wk ahead,Bin,percent,4.6,4.7,0.0021216128435646952
642,US National,4 wk ahead,Bin,percent,4.7,4.8,0.0053025323038863904
643,US National,4 wk ahead,Bin,percent,4.8,4.9,0.0053025323038863904
644,US National,4 wk ahead,Bin,percent,4.9,5.0,9.998700168978033e-07
645,US National,4 wk ahead,Bin,percent,5.0,5.1,0.006362838790660291
646,US National,4 wk ahead,Bin,percent,5.1,5.2,0.0031819193303385947
647,US National,4 wk ahead,Bin,percent,5.2,5.3,0.004242225817112493
648,US National,4 wk ahead,Bin,percent,5.3,5.4,0.0031819193303385947
649,US National,4 wk ahead,Bin,percent,5.4,5.5,0.0021216128435646952
650,US National,4 wk ahead,Bin,percent,5.5,5.6,0.0021216128435646952
651,US National,4 wk ahead,Bin,percent,5.6,5.7,0.0021216128435646952
652,US National,4 wk ahead,Bin,percent,5.7,5.8,9.998700168978033e-07
653,US National,4 wk ahead,Bin,percent,5.8,5.9,0.0021216128435646952
654,US National,4 wk ahead,Bin,percent,5.9,6.0,0.004242225817112493
655,US National,4 wk ahead,Bin,percent,6.0,6.1,0.0031819193303385947
656,US National,4 wk ahead,Bin,percent,6.1,6.2,0.004242225817112493
657,US National,4 wk ahead,Bin,percent,6.2,6.3,0.0031819193303385947
658,US National,4 wk ahead,Bin,percent,6.3,6.4,0.0010613063567907965
659,US National,4 wk ahead,Bin,percent,6.4,6.5,0.0010613063567907965
660,US National,4 wk ahead,Bin,percent,6.5,6.6,0.0031819193303385947
661,US National,4 wk ahead,Bin,percent,6.6,6.7,9.998700168978033e-07
